no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2605.09,5.15,6.8,0.52,0.69,0.97,,3.53,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.40%,-33.73%,,1.14%,13.77%,6.63,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,2.17%,-1.94%,21.20%,28.42%,59.18%,61.31%,1.12,2.84,3.76%,3.14%,-0.83%,3.14%,19.17%,-7.39%,14.72%,-7.39%,75.19%,52.31,1.62%,-0.82%,2.0,564.65,0.97,87.98,0.78%,548351,11/3/2021 8:30:00 AM,105.57,7/21/2004,87.98,0.00%,69.0,88,1.27,87.98,88.64,85.43,73.98,50.22,95.0,27.0,19.99,61.333333333333336,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2050.44,27.77,17.17,1.39,3.54,4.12,7.56,20.82,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-6.56%,89.40%,0.84%,2.23%,1.97,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-0.93%,-0.21%,31.29%,62.70%,111.73%,115.73%,1.48,3.35,5.99%,5.31%,-2.09%,7.16%,35.74%,-9.98%,34.09%,-9.98%,124.12%,50.26,1.60%,-2.18%,1.8,370.03,1.11,62.82,-0.62%,410444,11/3/2021 4:30:00 PM,79.33,7/11/2000,62.82,0.00%,75.0,96,1.75,62.82,64.17,58.93,46.42,28.03,69.79,20.0,26.28,63.666666666666664,True
346,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5632.22,26.09,19.54,1.35,1.73,5.49,41.11,25.82,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-15.32%,96.60%,-0.10%,2.06%,1.93,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,10.53%,3.16%,6.16%,25.43%,75.13%,75.62%,0.26,4.43,4.85%,3.89%,5.57%,10.53%,22.18%,-3.82%,28.41%,-3.82%,79.70%,63.35,4.37%,0.38%,1.7,501.28,1.35,119.86,4.76%,678773,11/4/2021 4:30:00 PM,133.33,11/13/2001,119.86,0.00%,78.0,92,1.4,119.86,113.6,108.44,98.32,67.04,124.62,15.0,11.24,61.666666666666664,True
367,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,965.0,23.92,17.74,,3.92,1.6,4.51,23.59,0.17%,0.00%,1.47,-103.50%,19.34%,-16.20%,,4.60%,900.60%,-0.80%,37.13,18.07,1.10%,-10.03%,40.70%,6.95%,1.59%,3.05,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,15.76%,10.75%,45.88%,66.30%,124.47%,130.53%,1.4,1.57,6.43%,4.66%,13.81%,21.30%,47.97%,-4.58%,40.89%,-4.58%,157.10%,69.82,0.11%,-1.77%,2.2,93.86,2.4,35.04,-1.66%,224992,,34.0,8/29/2018,35.04,0.00%,63.0,97,1.94,35.04,30.97,29.07,23.76,13.63,36.72,14.0,-2.97,58.0,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,39783.17,54.56,39.02,2.99,14.35,10.69,11.75,43.51,,0.00%,2.46,-24.90%,24.12%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.51%,65.90%,1.01%,1.71%,1.78,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,1.63%,1.34%,52.85%,47.47%,86.75%,84.92%,1.17,4.59,4.89%,3.37%,5.24%,13.47%,43.04%,-4.41%,46.62%,-4.41%,105.02%,60.31,1.34%,-1.83%,2.3,2173.96,0.81,134.33,-0.52%,1760396,11/1/2021 4:30:00 PM,127.43,6/6/2014,135.0,0.50%,59.0,93,1.49,134.33,127.91,119.22,94.25,65.52,140.53,16.0,-5.14,56.0,True
439,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,865.12,,,,1.85,0.82,15.84,7.94,4.22%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.54,0.40%,-0.13%,53.10%,5.92%,1.61%,2.17,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,16.20%,15.55%,43.22%,60.10%,121.52%,123.92%,1.16,0.64,6.56%,4.03%,19.54%,24.70%,45.99%,13.80%,38.43%,13.80%,135.37%,74.82,15.15%,0.00%,2.3,382.94,8.66,16.57,15.15%,3315451,11/8/2021 4:30:00 PM,14.18,4/1/2011,16.49,-0.48%,59.0,97,1.85,16.57,13.98,13.38,11.38,7.04,16.94,15.0,-14.42,57.0,True
457,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2560.58,15.86,11.36,0.68,0.71,2.71,5.47,11.73,0.32%,4.80%,6.41,78.10%,14.81%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.16,0.80%,-6.39%,92.50%,-0.48%,5.35%,3.21,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,-4.26%,-6.59%,31.53%,79.48%,134.63%,138.04%,1.53,5.32,6.01%,4.82%,-4.15%,0.55%,31.24%,-13.03%,24.14%,-13.03%,141.37%,45.14,-1.08%,-3.01%,1.9,419.07,1.27,101.57,-4.06%,531145,11/2/2021 8:30:00 AM,128.56,5/13/1992,101.57,0.00%,72.0,97,1.91,101.57,105.55,101.29,77.56,42.08,116.79,27.0,26.57,65.33333333333333,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42119.62,19.31,17.1,1.38,2.78,,35.96,13.64,,0.00%,103.26,32.30%,10.13%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.20%,-68.37%,93.50%,0.01%,2.10%,2.48,14.80%,-139.10%,63.10%,0.9,0.2,,,52.60%,19.30%,14.00%,0.41%,6.31%,21.38%,39.02%,68.74%,68.23%,0.86,49.06,2.70%,2.59%,3.95%,7.88%,25.20%,-3.46%,20.90%,-3.46%,79.39%,60.53,0.42%,-0.52%,2.2,176.97,0.96,1994.3,-0.10%,169919,12/7/2021 8:30:00 AM,2170.29,4/2/1991,1990.0,-0.22%,63.0,91,1.36,1994.3,1925.27,1854.89,1596.65,1111.71,2065.72,16.0,8.82,56.666666666666664,True
820,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1223.23,34.58,,4.55,5.12,4.63,102.79,26.83,4.37%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-10.42%,46.40%,-0.10%,0.96%,3.81,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,-0.43%,-6.18%,15.21%,9.57%,52.30%,59.03%,1.07,1.54,3.17%,3.03%,-2.13%,1.48%,11.14%,-7.49%,11.39%,-7.49%,69.92%,47.82,1.76%,-1.14%,2.3,32.66,2.68,50.38,0.60%,87573,11/4/2021 4:30:00 PM,54.33,8/19/1993,50.38,0.00%,59.0,88,1.27,50.38,51.36,49.73,45.37,29.65,54.46,14.0,7.84,53.666666666666664,True
887,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9394.21,21.6,19.32,4.15,0.58,15.47,110.91,18.36,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.80%,-15.37%,98.60%,-3.41%,5.51%,5.73,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-2.61%,-9.90%,10.79%,39.89%,69.13%,73.85%,0.44,2.69,3.42%,3.82%,-2.86%,3.34%,23.65%,-12.53%,20.17%,-12.53%,76.55%,48.98,-0.46%,-0.52%,2.2,1303.11,1.03,64.81,-0.98%,1338336,11/18/2021 8:30:00 AM,78.21,6/28/2018,64.81,0.00%,63.0,91,1.37,64.81,66.48,62.9,52.54,36.71,74.09,17.0,20.68,57.0,True
