Company,Recommendations
ZLAB,1.5
BIO,1.5
DXCM,1.6
PTGX,1.6
NOVA,1.7
RIOT,1.7
GTLS,1.8
EQIX,1.8
LI,1.8
XPEV,1.8
BPMC,1.9
BC,1.9
MMSI,1.9
FORM,1.9
VCYT,2.0
NIO,2.0
MAXR,2.0
XM,2.0
LBTYK,2.0
INT,2.0
TEAM,2.0
OMCL,2.0
AGCO,2.0
CWST,2.0
NTLA,2.1
KYMR,2.1
SGEN,2.2
ENPH,2.2
SPSC,2.2
TAL,2.2
TNDM,2.2
CHTR,2.2
CPRI,2.2
LBTYA,2.2
SIMO,2.3
QSR,2.3
POWI,2.3
TWST,2.3
COMP,2.3
KLAC,2.3
EXPO,2.3
AMD,2.3
FTV,2.3
MOH,2.4
RL,2.4
LAZ,2.4
SLAB,2.5
BNTX,2.5
GKOS,2.6
AUY,2.6
EXLS,2.6
UMC,2.7
NATI,2.8
X,2.9
TRQ,3.0
SHCR,6.0
YOU,6.0
SKLKY,6.0
BKRKF,6.0
XMTR,6.0
WHGLY,6.0
TKGBY,6.0
BCAUY,6.0
VRNOF,6.0
DIDI,6.0
PILBF,6.0
RTMVY,6.0
DDL,6.0
FFIE,6.0
CXMSF,6.0
GELYF,6.0
GFL,6.0
CXM,6.0
HTZZ,6.0
KRRYF,6.0
SFOSF,6.0
LYEL,6.0
CCIV,6.0
BYDDY,6.0
BYDDF,6.0
OROCF,6.0
DOCS,6.0
PROSF,6.0
RAFLF,6.0
BNDSF,6.0
CFEIY,6.0
ZTCOY,6.0
