Company,Recommendations
VVR,1.0
GSL,1.3
PETQ,1.3
PRDO,1.3
NCNA,1.4
HTGC,1.5
DNMR,1.5
TBBK,1.5
EVRI,1.5
BTRS,1.6
LX,1.6
KNSA,1.6
ALEC,1.6
COWN,1.6
ATEN,1.7
DLTH,1.7
PRPL,1.7
FLWS,1.7
DAO,1.8
BZUN,1.8
HARP,1.9
DEA,1.9
PI,1.9
NEX,1.9
PLYA,2.0
APPH,2.0
IMAX,2.0
KOS,2.0
BGFV,2.0
SPH,2.0
LZB,2.0
BZH,2.0
ERF,2.0
COE,2.0
RAAS,2.0
ORN,2.0
PRVB,2.0
PING,2.0
ACRE,2.0
VLDR,2.2
SAND,2.2
ZUMZ,2.2
DX,2.2
BRKL,2.2
EPAY,2.3
DHT,2.4
NTGR,2.4
AVID,2.4
REAL,2.4
KN,2.4
FGEN,2.5
CBD,2.5
LOMA,2.5
SFL,2.5
LBRT,2.6
GOL,2.6
DK,2.7
CXP,2.7
LLNW,2.7
TGI,2.7
YELL,2.7
AFIN,2.7
NWBI,2.8
HMLP,2.8
BEST,2.8
DBI,2.8
INSG,2.8
CCO,2.9
SSYS,2.9
WPG,3.0
CANG,3.0
CENX,3.0
SPWH,3.0
HYLN,3.0
HA,3.0
GNW,3.0
NWHM,3.0
LTRPA,3.0
FSM,3.0
BGS,3.1
ORBC,3.2
FOE,3.2
DHC,3.3
TCS,3.3
PBF,3.3
GSKY,3.5
YPF,3.6
SKT,3.6
ORPH,4.0
GCI,4.3
REV,6.0
LITB,6.0
SPOK,6.0
KNDI,6.0
INST,6.0
FHS,6.0
HUT,6.0
GILT,6.0
GSAH,6.0
SCR,6.0
