no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
419,APA,APA Corporation,Energy,Oil & Gas E&P,USA,11545.44,20.79,6.15,,1.67,,30.62,4.03,1.52%,6.30%,1.59,-36.40%,30.13%,14.80%,,-7.40%,,83.80%,379.0,362.15,0.30%,-1.87%,88.90%,0.12%,3.22%,1.22,4.60%,-48.50%,-60.50%,1.2,0.9,,,64.30%,27.50%,8.70%,12.07%,33.00%,22.43%,87.76%,85.02%,22.61%,4.63,1.4,5.67%,4.64%,16.10%,18.82%,46.45%,-1.20%,43.72%,-1.20%,135.00%,69.26,-3.03%,2.13%,2.4,9553.35,1.01,32.97,-0.96%,9680604,11/3/2021 4:30:00 PM,35.95,8/2/1963,33.1,0.39%,56.0,96,1.54,32.97,28.83,27.82,22.59,14.03,34.4,17.0,9.04,56.333333333333336,True
699,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40905.57,19.05,16.76,1.36,2.7,,42.56,14.15,,0.00%,103.26,32.30%,10.63%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.40%,-46.05%,95.30%,0.31%,1.90%,2.47,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-2.24%,-2.17%,11.89%,22.84%,58.89%,-6.15%,0.89,50.51,2.35%,2.25%,-3.54%,0.66%,18.49%,-6.75%,9.63%,-6.75%,76.99%,44.48,-2.04%,-1.23%,2.3,158.1,1.13,1967.56,-3.24%,178902,12/7/2021 8:30:00 AM,2204.61,4/2/1991,1967.56,0.00%,59.0,92,1.32,1967.56,2038.39,1957.83,1663.3,1111.71,2110.0,17.0,12.05,56.0,True
1362,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14448.52,49.49,6.49,0.79,2.83,4.99,19.09,15.4,1.76%,86.40%,1.38,-33.80%,139.65%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.02%,95.30%,0.97%,2.03%,1.57,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,1.16%,6.13%,11.94%,45.37%,51.70%,-3.57%,1.06,2.51,4.20%,3.60%,-1.92%,4.57%,24.99%,-8.72%,19.21%,-8.72%,71.18%,52.36,2.66%,0.06%,2.1,2759.17,1.12,68.25,2.72%,3083103,11/3/2021 4:30:00 PM,72.42,8/11/2005,68.5,0.37%,66.0,91,1.26,68.25,69.76,65.46,54.72,39.87,74.77,6.0,6.11,54.333333333333336,True
1635,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,111268.97,26.04,11.22,,3.07,2.64,10.59,19.31,1.74%,51.00%,3.36,-139.20%,32.70%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-10.42%,80.40%,0.11%,1.13%,1.95,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,8.00%,22.05%,17.46%,60.66%,90.24%,21.24%,1.55,2.32,3.01%,2.78%,15.24%,18.45%,38.70%,0.74%,32.47%,0.74%,120.43%,77.75,-0.89%,1.80%,1.8,7651.01,1.4,87.51,0.89%,10721208,2/3/2022 8:30:00 AM,92.73,1/13/1978,87.54,0.03%,75.0,96,1.58,87.51,76.88,74.16,63.27,39.7,89.11,12.0,5.97,61.0,True
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33586.09,29.13,9.6,1.17,3.76,3.79,14.47,12.2,0.87%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.54,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,3.84%,24.78%,28.46%,108.28%,167.93%,14.32%,3.0,1.98,4.04%,4.33%,10.75%,16.96%,58.77%,-2.12%,41.66%,-2.12%,232.73%,70.05,-1.41%,1.37%,1.8,10860.22,1.06,50.36,-0.06%,11491341,11/2/2021 4:30:00 PM,52.55,3/17/1992,50.52,0.32%,75.0,99,2.09,50.36,46.03,43.89,32.97,16.11,51.99,29.0,4.35,67.66666666666667,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,59701.44,20.43,10.59,0.28,3.85,2.82,13.91,11.83,2.84%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.21,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,7.76%,22.60%,21.07%,51.23%,81.05%,18.96%,1.94,3.14,3.48%,3.23%,13.52%,17.30%,32.81%,-0.33%,30.99%,-0.33%,118.65%,76.56,-1.78%,1.85%,2.0,4207.07,1.47,105.67,0.04%,6163682,11/4/2021 4:30:00 PM,114.06,10/4/1989,106.33,0.63%,69.0,95,1.45,105.67,94.17,91.49,81.69,50.08,107.99,11.0,7.94,58.333333333333336,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,21911.04,65.36,7.4,1.07,3.95,1.99,47.95,7.62,1.59%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.85,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,3.78%,19.60%,15.27%,68.10%,109.83%,16.77%,2.45,4.96,4.22%,4.02%,10.42%,13.48%,36.86%,-2.63%,32.54%,-2.63%,124.37%,64.54,-3.61%,1.12%,1.9,2741.08,1.61,125.94,-2.53%,4413832,11/1/2021 4:30:00 PM,137.03,10/12/2012,126.0,0.05%,72.0,98,1.74,125.94,115.23,111.25,92.28,56.13,131.75,22.0,8.81,64.0,True
2718,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,65407.47,16.85,12.4,0.58,3.09,4.87,8.53,10.01,0.68%,8.50%,2.63,344.60%,15.78%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.36%,78.10%,0.18%,2.15%,1.81,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,6.59%,15.89%,15.11%,34.64%,39.90%,6.31%,2.04,1.53,3.99%,3.21%,6.74%,12.03%,17.80%,-3.00%,25.68%,-3.77%,79.54%,65.52,0.77%,-0.29%,2.1,17419.22,1.48,44.29,0.48%,25756380,1/26/2022 8:30:00 AM,43.04,7/10/1995,44.5,0.47%,66.0,86,1.16,44.29,41.87,39.74,37.7,24.71,46.2,18.0,-2.82,56.666666666666664,True
2816,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33315.86,13.72,14.72,,6.37,1.7,0.87,,2.42%,30.30%,3.62,-45.10%,-9.79%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.83,0.20%,-1.58%,84.10%,0.25%,1.77%,2.74,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,1.68%,13.99%,12.64%,37.99%,54.72%,13.94%,1.4,1.18,2.37%,2.24%,8.80%,11.56%,20.81%,-1.74%,22.91%,-1.74%,75.65%,71.13,-1.63%,-0.02%,1.9,4371.94,1.42,49.62,-1.65%,6226947,1/20/2022 8:30:00 AM,50.39,3/17/1980,49.62,0.00%,72.0,91,1.28,49.62,45.97,44.59,41.13,28.25,50.64,17.0,1.55,60.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28186.8,145.39,19.46,,4.3,5.06,11.65,14.15,1.08%,155.80%,0.63,-641.90%,128.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.10%,0.08%,1.92%,2.66,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,8.26%,21.88%,3.40%,24.16%,48.34%,24.52%,1.92,3.06,3.87%,3.57%,15.35%,15.96%,16.87%,-1.27%,34.92%,-1.27%,72.52%,72.04,-2.14%,2.64%,2.2,2008.38,1.3,92.18,0.44%,2604353,1/26/2022 8:30:00 AM,107.38,5/24/1962,92.99,0.88%,63.0,89,1.23,92.18,80.94,79.69,78.98,53.43,94.51,11.0,16.49,54.333333333333336,True
4801,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,25671.09,,136.34,,6.75,,5.55,33.44,,,-4.19,67.00%,130.60%,22.50%,,-23.80%,107.80%,1366.60%,216.89,150.41,1.70%,0.00%,75.00%,2.80%,9.86%,6.39,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,-0.10%,13.62%,12.50%,49.64%,50.52%,-3.74%,1.32,4.32,3.00%,3.72%,-1.10%,2.00%,22.77%,-9.82%,16.96%,-9.82%,74.88%,51.44,0.91%,-0.56%,2.2,2319.41,1.05,115.21,0.35%,2433354,11/4/2021 4:30:00 PM,115.0,12/14/2005,113.79,-1.23%,63.0,90,1.25,115.21,116.99,113.11,93.98,65.88,127.75,21.0,-0.18,58.0,True
5079,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,15906.31,9.38,6.13,1.34,1.45,1.59,18.87,26.98,1.03%,5.30%,4.65,160.60%,36.85%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.46,0.65%,-93.49%,80.50%,0.35%,1.98%,1.47,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,8.92%,19.58%,4.16%,46.84%,51.90%,11.00%,1.75,1.43,3.90%,3.15%,10.13%,16.03%,24.44%,-0.52%,29.83%,-0.52%,70.15%,72.35,1.66%,-0.76%,2.4,5073.6,0.99,43.61,0.88%,5037523,11/1/2021 4:30:00 PM,47.43,1/26/1988,43.6,-0.02%,56.0,91,1.26,43.61,39.96,37.68,35.11,25.63,44.06,17.0,8.76,54.666666666666664,True
5092,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,44897.74,99.14,17.64,2.26,0.43,1.67,3.39,,3.11%,16.30%,0.75,-716.80%,144.19%,-39.20%,43.80%,-0.60%,156.30%,85.90%,633.0,590.89,0.10%,0.17%,79.40%,-0.16%,2.82%,2.64,10.40%,36.60%,-18.20%,2.0,1.5,0.96,0.97,8.10%,2.80%,8.90%,5.82%,18.77%,12.27%,43.04%,61.75%,16.50%,2.02,1.77,2.53%,2.40%,11.30%,14.89%,22.84%,-0.29%,25.19%,-0.29%,76.16%,77.39,-0.80%,0.55%,1.8,6333.37,1.22,74.55,-0.25%,7754323,2/2/2022 8:30:00 AM,78.07,6/23/2011,74.55,0.00%,75.0,93,1.34,74.55,67.59,65.11,60.79,42.32,75.88,13.0,4.72,60.333333333333336,True
5117,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,14427.75,,9.92,,3.21,1.42,,10.55,1.24%,,-0.05,-409.20%,50.58%,6.10%,13.00%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.85%,75.40%,0.49%,2.83%,1.29,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,9.53%,26.50%,18.26%,71.34%,126.72%,18.33%,2.96,0.7,4.28%,3.77%,13.86%,17.92%,42.30%,-0.36%,35.93%,-0.36%,169.86%,71.36,-1.87%,1.69%,2.2,16788.99,1.57,19.43,-0.21%,26339686,11/3/2021 4:30:00 PM,20.79,11/26/1965,19.5,0.36%,63.0,98,1.88,19.43,17.28,16.53,13.7,7.2,20.01,21.0,7.0,60.666666666666664,True
6266,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,50701.2,42.46,10.6,,3.54,2.27,69.93,14.65,1.06%,59.00%,5.09,-126.30%,52.71%,7.50%,,19.50%,889.30%,167.20%,244.0,242.62,0.30%,0.21%,86.80%,0.33%,2.85%,3.46,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,8.52%,21.86%,15.70%,58.14%,66.42%,18.81%,1.77,5.61,2.90%,2.79%,13.70%,17.39%,31.97%,0.02%,29.42%,0.02%,90.84%,80.87,-0.76%,0.95%,1.9,1998.2,1.42,216.09,0.18%,2843271,11/3/2021 4:30:00 PM,231.55,12/22/1987,216.09,0.00%,72.0,93,1.36,216.09,192.18,185.66,166.3,115.15,218.11,25.0,7.15,63.333333333333336,True
6744,SBNY,Signature Bank,Financial,Banks - Regional,USA,21551.86,25.52,20.4,4.04,10.4,2.75,0.74,62.47,0.63%,15.90%,13.94,-8.00%,19.48%,6.50%,6.32%,11.80%,48.50%,15.40%,59.28,58.67,0.50%,0.00%,96.60%,-0.23%,2.70%,1.62,0.90%,11.70%,19.80%,,,0.07,0.07,,81.80%,38.10%,0.70%,16.91%,15.32%,51.04%,129.01%,9.96%,1.84,13.46,4.25%,3.66%,5.92%,9.51%,30.22%,-4.51%,23.44%,-4.51%,143.46%,61.2,-5.09%,2.56%,1.7,974.67,1.36,355.7,-2.65%,1322413,1/18/2022 8:30:00 AM,381.94,3/23/2004,355.7,0.00%,78.0,98,1.9,355.7,338.42,325.54,273.8,146.1,374.76,14.0,7.38,63.333333333333336,True
6778,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,170316.29,35.06,23.72,1.39,9.24,3.66,4.96,22.4,0.78%,27.30%,2.63,-20.60%,19.10%,15.60%,25.30%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.94%,87.70%,0.08%,0.99%,2.74,0.90%,10.50%,0.80%,,,0.41,8.8,97.60%,38.90%,26.90%,0.56%,9.86%,14.41%,35.65%,55.60%,9.58%,1.0,2.5,3.13%,2.45%,4.85%,10.13%,22.42%,-3.62%,20.53%,-3.62%,81.54%,61.15,-2.90%,-0.65%,2.0,5812.3,2.62,92.16,-3.53%,15251500,1/18/2022 8:30:00 AM,101.86,9/22/1987,91.77,-0.42%,69.0,92,1.29,92.16,88.36,83.9,75.4,50.77,95.62,17.0,10.53,59.333333333333336,True
8290,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,218016.13,13.48,12.04,,5.44,1.36,0.44,,1.41%,11.50%,4.2,-89.80%,23.80%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3983.45,0.10%,0.00%,73.70%,0.18%,1.08%,1.64,0.70%,8.60%,8.70%,,,0.97,0.97,,94.80%,35.90%,2.42%,12.70%,14.69%,26.43%,73.74%,18.15%,1.24,1.43,2.62%,2.26%,10.43%,12.58%,20.20%,-3.70%,22.57%,-3.70%,91.00%,67.69,-1.41%,-0.96%,2.2,26262.89,1.57,56.69,-2.36%,41352426,1/14/2022 8:30:00 AM,58.09,12/10/1962,56.82,0.23%,63.0,95,1.44,56.69,51.78,50.48,47.25,29.68,58.87,20.0,2.47,59.333333333333336,True
