rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
4,75.33333333333333,SGH,"SMART Global Holdings, Inc.",52.0,1.7,85,1.55,52.08,69.0,32.49,$24.37,$58.39,47.33,46.94,46.61,89.0,True
7,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.09,10.52,11.5,9.32,$2.10,$12.01,10.76,9.6,8.14,81.5,True
9,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.93,50.25,61.5,22.39,$12.30,$54.86,49.87,48.04,36.96,89.0,True
12,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,2.93,49.78,60.06,20.65,$10.61,$53.30,48.08,43.82,38.4,86.5,True
17,70.0,AKR,Acadia Realty Trust,46.0,2.3,90,1.76,22.47,24.14,7.43,$9.10,$23.00,21.43,21.11,20.1,74.0,True
20,69.66666666666667,AGO,Assured Guaranty Ltd.,35.0,1.7,85,1.54,53.47,58.0,8.47,$24.02,$53.76,49.15,48.81,45.4,89.0,True
34,68.0,KRG,Kite Realty Group Trust,42.0,2.1,83,1.47,21.41,23.15,8.13,$10.00,$23.14,21.45,20.61,19.97,79.0,True
36,67.5,OLN,Olin Corporation,21.0,1.8,95,2.18,50.62,62.25,22.98,$16.03,$52.55,49.44,48.43,41.45,86.5,True
39,67.16666666666667,KFY,Korn Ferry,14.0,1.4,91,1.82,74.95,97.75,30.42,$29.95,$77.93,74.98,72.34,64.9,96.5,True
45,66.66666666666667,PXD,Pioneer Natural Resources Company,28.0,1.9,88,1.66,190.56,207.44,8.86,$76.58,$196.64,178.84,161.32,152.82,84.0,True
50,66.33333333333333,CUBI,"Customers Bancorp, Inc.",23.0,2.1,97,2.74,46.18,49.13,6.39,$12.49,$46.89,43.58,40.89,34.63,79.0,True
53,66.16666666666667,PGNY,"Progyny, Inc.",15.0,1.4,87,1.6,57.98,65.5,12.97,$23.56,$66.61,58.45,55.4,53.16,96.5,True
54,66.16666666666667,CHX,ChampionX Corporation,11.0,1.6,96,2.51,26.23,28.44,8.43,$6.87,$30.48,24.09,23.22,22.46,91.5,True
57,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.62,114.13,126.91,11.2,$43.07,$119.81,114.37,104.82,95.75,84.0,True
60,65.5,AX,"Axos Financial, Inc.",21.0,1.6,84,1.51,52.88,56.0,5.9,$25.50,$55.71,51.73,49.32,46.94,91.5,True
66,64.83333333333333,DCOM,"Dime Community Bancshares, Inc.",29.0,1.8,79,1.36,34.66,39.2,13.1,$18.24,$35.87,33.57,33.05,31.82,86.5,True
68,64.83333333333333,ACLS,"Axcelis Technologies, Inc.",20.0,1.8,88,1.66,51.22,57.17,11.62,$21.69,$52.80,48.04,47.5,41.31,86.5,True
72,64.66666666666667,TPX,"Tempur Sealy International, Inc.",31.0,2.1,84,1.52,46.17,53.33,15.51,$21.19,$50.51,46.52,45.78,38.74,79.0,True
79,64.16666666666667,OII,"Oceaneering International, Inc.",19.0,2.2,97,2.96,15.09,16.83,11.53,$3.35,$18.20,14.19,13.1,12.86,76.5,True
