rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,76.83333333333333,NOTV,"Inotiv, Inc.",25.0,1.0,99,4.81,31.62,38.0,20.18,$4.85,$50.33,32.96,29.67,22.98,106.5,True
2,76.5,OPCH,"Option Care Health, Inc.",57.0,1.6,81,1.42,24.67,27.81,12.73,$13.12,$28.21,25.11,24.08,20.32,91.5,True
3,76.0,BPOP,"Popular, Inc.",53.0,1.7,86,1.59,80.68,86.25,6.9,$38.05,$83.72,75.85,75.37,71.5,89.0,True
4,75.83333333333333,VRTV,Veritiv Corporation,22.0,1.0,99,4.76,93.19,98.0,5.16,$14.00,$98.16,89.85,83.71,52.38,106.5,True
5,73.5,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,80,1.41,240.82,254.4,5.64,$115.00,$264.40,240.46,220.95,206.45,81.5,True
6,73.33333333333333,UEC,Uranium Energy Corp.,32.0,1.5,94,2.12,2.89,3.91,35.29,$0.82,$3.77,3.12,2.64,2.55,94.0,True
9,71.83333333333333,FANG,"Diamondback Energy, Inc.",32.0,1.8,97,2.77,104.11,112.32,7.89,$23.63,$107.55,88.01,80.6,76.49,86.5,True
10,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,2.84,44.98,60.06,33.53,$10.61,$51.81,45.02,41.89,37.06,86.5,True
11,71.5,RWT,"Redwood Trust, Inc.",48.0,1.6,75,1.32,13.21,14.04,6.28,$7.71,$13.47,12.77,12.46,10.97,91.5,True
13,70.66666666666667,ORMP,Oramed Pharmaceuticals Inc.,18.0,1.5,100,6.53,21.58,23.0,6.58,$2.40,$24.25,20.87,18.76,12.16,94.0,True
15,70.16666666666667,UUUU,Energy Fuels Inc.,32.0,2.0,97,2.8,6.26,6.81,8.79,$1.42,$8.39,6.96,5.94,5.61,81.5,True
16,69.83333333333333,CARE,"Carter Bankshares, Inc.",42.0,2.0,86,1.59,14.67,16.17,10.22,$6.72,$16.28,14.19,12.92,12.78,81.5,True
20,68.66666666666667,ESTE,"Earthstone Energy, Inc.",30.0,2.1,97,2.94,10.8,14.63,35.46,$2.41,$13.15,9.06,8.74,8.29,79.0,True
21,68.66666666666667,EVRI,Everi Holdings Inc.,17.0,1.5,95,2.24,24.28,30.75,26.65,$8.15,$26.61,23.21,22.85,18.64,94.0,True
22,68.66666666666667,TH,Target Hospitality Corp.,11.0,1.3,96,2.47,3.88,5.5,41.75,$0.82,$4.70,3.81,3.74,2.93,99.0,True
24,68.66666666666667,EVC,Entravision Communications Corporation,14.0,1.5,98,3.4,7.38,10.5,42.28,$1.58,$8.11,7.2,6.98,4.9,94.0,True
25,68.5,KE,"Kimball Electronics, Inc.",10.0,1.0,89,1.71,26.92,33.0,22.59,$11.60,$29.99,25.92,23.99,22.51,106.5,True
27,68.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,80,1.41,105.61,114.5,8.42,$52.22,$109.26,102.64,101.3,90.91,84.0,True
28,68.33333333333333,CMRE,Costamare Inc.,15.0,1.3,91,1.86,15.02,16.0,6.52,$5.50,$16.72,15.57,13.74,10.98,99.0,True
31,68.16666666666667,OLN,Olin Corporation,22.0,1.8,96,2.6,48.56,62.25,28.19,$14.34,$52.01,48.51,47.82,40.34,86.5,True
32,68.0,LPLA,LPL Financial Holdings Inc.,29.0,1.7,86,1.59,162.31,188.88,16.37,$75.25,$162.75,151.68,147.53,138.06,89.0,True
33,68.0,NOG,"Northern Oil and Gas, Inc.",17.0,1.7,98,3.29,22.57,25.12,11.3,$3.35,$25.23,19.63,17.72,15.21,89.0,True
34,67.66666666666667,IHRT,"iHeartMedia, Inc.",18.0,1.7,96,2.39,24.93,32.38,29.88,$7.71,$28.24,24.76,24.39,20.47,89.0,True
35,67.66666666666667,TBBK,"The Bancorp, Inc.",14.0,1.5,95,2.27,26.97,28.5,5.67,$8.41,$28.23,24.59,24.5,21.98,94.0,True
36,67.5,KFY,Korn Ferry,14.0,1.4,92,1.9,76.46,97.75,27.84,$29.95,$77.62,73.89,70.96,63.48,96.5,True
37,67.5,ASO,"Academy Sports and Outdoors, Inc.",20.0,1.8,96,2.43,40.9,47.88,17.07,$12.80,$47.65,42.87,40.46,32.71,86.5,True
38,67.0,KRG,Kite Realty Group Trust,42.0,2.1,80,1.41,21.63,23.15,7.03,$10.00,$23.14,20.82,20.26,19.65,79.0,True
39,66.83333333333333,RMNI,"Rimini Street, Inc.",28.0,2.2,96,2.56,10.6,11.9,12.26,$3.04,$10.75,9.73,9.17,7.82,76.5,True
40,66.83333333333333,PGNY,"Progyny, Inc.",16.0,1.4,88,1.65,57.7,65.5,13.52,$23.56,$66.61,59.14,54.65,52.44,96.5,True
41,66.83333333333333,MEC,"Mayville Engineering Company, Inc.",10.0,1.0,84,1.52,18.64,24.0,28.76,$8.62,$22.16,18.05,16.8,16.45,106.5,True
42,66.66666666666667,CASH,"Meta Financial Group, Inc.",18.0,1.7,93,2.01,55.5,63.0,13.51,$21.42,$56.24,52.02,50.35,47.13,89.0,True
43,66.66666666666667,PXD,Pioneer Natural Resources Company,29.0,1.9,87,1.6,181.8,207.44,14.1,$76.58,$184.69,162.05,153.72,149.28,84.0,True
44,66.5,GNK,Genco Shipping & Trading Limited,14.0,1.6,94,2.08,19.75,25.23,27.75,$6.38,$22.00,19.67,18.94,14.42,91.5,True
47,66.0,CUBI,"Customers Bancorp, Inc.",22.0,2.1,97,2.72,44.04,49.13,11.56,$12.23,$44.87,40.57,39.64,33.42,79.0,True
49,65.83333333333333,GTYH,GTY Technology Holdings Inc.,22.0,2.0,94,2.11,7.3,9.5,30.14,$2.40,$8.28,7.33,7.23,6.7,81.5,True
50,65.66666666666667,STXB,"Spirit of Texas Bancshares, Inc.",27.0,1.7,81,1.43,24.15,27.83,15.24,$12.27,$24.94,23.71,23.29,22.01,89.0,True
52,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.61,114.34,126.91,10.99,$43.07,$119.81,110.4,100.23,93.94,84.0,True
53,65.5,TGH,Textainer Group Holdings Limited,23.0,2.0,92,1.88,35.94,41.5,15.47,$13.95,$37.88,33.88,33.6,28.33,81.5,True
54,65.5,RVLV,"Revolve Group, Inc.",18.0,2.0,97,2.92,67.42,70.94,5.22,$17.18,$74.82,65.71,63.88,52.7,81.5,True
55,65.5,ATLC,Atlanticus Holdings Corporation,17.0,2.0,98,3.18,55.12,63.0,14.3,$11.20,$65.61,52.38,51.42,37.18,81.5,True
56,65.5,GTN,"Gray Television, Inc.",23.0,1.4,77,1.36,23.48,29.14,24.11,$11.96,$24.43,22.33,22.25,20.73,96.5,True
58,65.33333333333333,SSTK,"Shutterstock, Inc.",22.0,1.7,85,1.54,113.74,126.0,10.78,$55.66,$120.39,115.28,110.91,93.03,89.0,True
59,65.33333333333333,SBNY,Signature Bank,10.0,1.7,97,2.65,290.62,310.67,6.9,$71.44,$294.34,268.57,257.18,228.07,89.0,True
60,65.16666666666667,CURO,CURO Group Holdings Corp.,13.0,1.6,91,1.84,18.21,22.5,23.56,$7.32,$20.81,16.94,16.62,15.66,91.5,True
61,65.16666666666667,CRAI,"CRA International, Inc.",20.0,2.0,94,2.11,103.74,110.0,6.03,$37.50,$105.89,96.2,93.45,77.09,81.5,True
62,65.16666666666667,SCU,"Sculptor Capital Management, Inc.",21.0,2.0,93,1.99,27.88,40.0,43.47,$10.28,$28.90,27.69,27.01,23.09,81.5,True
64,64.83333333333333,DVAX,Dynavax Technologies Corporation,10.0,1.8,98,3.01,17.69,21.0,18.71,$3.58,$20.96,17.1,14.98,10.18,86.5,True
65,64.83333333333333,BVH,Bluegreen Vacations Holding Corporation,20.0,2.0,93,2.05,25.42,42.5,67.19,$7.70,$27.52,25.58,22.54,18.62,81.5,True
66,64.83333333333333,OAS,Oasis Petroleum Inc.,13.0,2.0,100,461.29,100.07,123.71,23.62,$0.07,$107.65,96.73,91.42,74.39,81.5,True
67,64.66666666666667,CNTY,"Century Casinos, Inc.",11.0,1.7,94,2.11,14.1,20.67,46.6,$4.39,$15.84,13.4,13.0,11.26,89.0,True
68,64.66666666666667,EGLE,Eagle Bulk Shipping Inc.,10.0,1.7,95,2.3,50.55,55.52,9.83,$13.61,$56.47,50.08,46.99,39.16,89.0,True
69,64.66666666666667,WIRE,Encore Wire Corporation,13.0,1.5,87,1.6,98.5,112.5,14.21,$45.65,$102.23,91.61,87.45,74.54,94.0,True
70,64.5,FC,Franklin Covey Co.,21.0,2.0,91,1.8,42.05,45.0,7.02,$16.50,$43.64,41.01,39.55,31.74,81.5,True
71,64.5,JLL,Jones Lang LaSalle Incorporated,20.0,2.0,92,1.87,251.99,310.0,23.02,$101.39,$260.76,244.96,241.96,195.38,81.5,True
72,64.33333333333333,MMSI,"Merit Medical Systems, Inc.",40.0,1.9,69,1.2,72.02,76.22,5.83,$45.32,$73.85,71.91,69.99,62.28,84.0,True
73,64.33333333333333,MNKD,MannKind Corporation,10.0,1.7,94,2.11,5.1,6.17,20.98,$1.81,$6.25,4.64,4.45,4.29,89.0,True
74,64.33333333333333,DEN,Denbury Inc.,11.0,1.9,98,3.33,72.09,87.82,21.82,$15.96,$81.37,72.03,69.49,54.94,84.0,True
75,64.16666666666667,OII,"Oceaneering International, Inc.",19.0,2.2,97,2.8,13.4,16.83,25.6,$3.35,$18.20,13.2,12.74,12.55,76.5,True
76,64.16666666666667,OVV,Ovintiv Inc.,18.0,2.2,98,3.18,35.7,38.02,6.5,$7.93,$36.66,31.18,27.83,25.1,76.5,True
79,64.16666666666667,ISBC,"Investors Bancorp, Inc.",26.0,2.0,85,1.54,15.56,16.45,5.72,$7.51,$15.79,14.6,14.29,13.78,81.5,True
80,64.0,FOCS,Focus Financial Partners Inc.,34.0,1.7,69,1.21,55.16,64.0,16.03,$34.89,$56.56,52.23,51.46,49.17,89.0,True
81,64.0,CSV,"Carriage Services, Inc.",15.0,1.5,83,1.5,45.17,52.5,16.23,$22.98,$48.61,44.9,42.57,37.42,94.0,True
82,63.833333333333336,AA,Alcoa Corporation,12.0,2.0,98,3.01,47.05,54.12,15.03,$11.41,$52.45,49.02,44.96,34.56,81.5,True
83,63.833333333333336,FLL,"Full House Resorts, Inc.",11.0,2.0,99,3.6,11.45,13.5,17.9,$2.00,$11.92,9.38,8.73,8.21,81.5,True
85,63.833333333333336,MCB,Metropolitan Bank Holding Corp.,16.0,2.0,94,2.12,85.32,107.5,26.0,$25.74,$87.90,81.1,77.92,59.74,81.5,True
86,63.833333333333336,WCC,"WESCO International, Inc.",18.0,2.0,92,1.9,117.43,137.5,17.09,$39.45,$123.27,115.66,114.13,97.73,81.5,True
88,63.833333333333336,CNOB,"ConnectOne Bancorp, Inc.",14.0,1.6,86,1.59,31.66,35.0,10.55,$14.60,$31.74,29.52,28.75,25.93,91.5,True
89,63.666666666666664,EBC,"Eastern Bankshares, Inc.",20.0,1.5,77,1.36,21.14,24.25,14.71,$11.74,$23.03,19.55,19.29,19.18,94.0,True
90,63.5,FFWM,First Foundation Inc.,21.0,1.8,83,1.48,26.52,30.0,13.12,$13.74,$26.99,25.5,24.71,23.35,86.5,True
92,63.333333333333336,BOOT,"Boot Barn Holdings, Inc.",16.0,2.1,95,2.23,92.88,100.0,7.67,$30.86,$99.64,91.03,88.28,72.06,79.0,True
94,63.166666666666664,NMRK,"Newmark Group, Inc.",12.0,2.0,96,2.42,14.78,17.17,16.17,$4.28,$15.05,13.95,13.47,11.22,81.5,True
95,63.166666666666664,EWBC,"East West Bancorp, Inc.",15.0,1.8,88,1.66,78.33,90.55,15.6,$34.13,$82.53,74.69,73.91,71.05,86.5,True
96,63.166666666666664,ALLY,Ally Financial Inc.,19.0,1.8,84,1.52,53.69,65.3,21.62,$25.86,$56.61,52.25,52.16,47.94,86.5,True
97,63.166666666666664,ENVA,"Enova International, Inc.",22.0,2.0,86,1.57,35.58,43.25,21.56,$15.13,$41.06,33.5,32.86,32.37,81.5,True
102,62.5,PGC,Peapack-Gladstone Financial Corporation,19.0,2.0,87,1.61,33.6,38.25,13.84,$15.67,$34.67,32.96,32.88,30.4,81.5,True
