"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",47324.58,39.16,31.93,2.80,7.49,9.47,33.14,46.22,0.54%,24.40%,3.95,-31.60%,14.09%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-8.93%,90.30%,0.01%,,,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,2.40%,-3.25%,-12.76%,7.72%,32.83%,30.48%,1.00,4.26,2.54%,2.74%,0.22%,0.32%,5.93%,-5.69%,6.81%,-12.98%,38.93%,51.38,1.12%,-0.05%,,1511.40,0.96,156.26,1.07%,1447063,11/22/2021 4:30:00 PM,,11/18/1999,156.00,-0.17%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",9510.69,11.64,7.35,,0.85,2.41,6.55,211.35,0.80%,0.00%,4.29,85.00%,7.62%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-49.13%,77.50%,-1.62%,5.30%,1.17,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,11.51%,5.80%,0.97%,33.71%,120.08%,116.83%,2.41,2.60,4.79%,4.98%,1.61%,0.62%,20.60%,-15.23%,12.81%,-15.23%,182.08%,52.71,-2.05%,-0.32%,1.80,8321.19,0.65,48.80,-2.36%,5394008,10/14/2021 4:30:00 PM,59.19,10/18/2016,48.81,0.02%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40%,-3.08%,-0.79%,-5.51%,-3.60%,-6.81%,,0.16,0.57%,0.79%,-1.51%,-0.71%,-0.53%,-4.60%,2.61%,-8.85%,6.17%,44.51,-0.06%,0.45%,,231.38,0.55,17.72,0.40%,127580,,,8/15/2018,17.73,0.06%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1221.23,59.63,,,,1.31,1356.92,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.20%,0.64,,,,1.70,1.70,0.00,0.00,,,,0.00%,-0.31%,0.20%,-0.20%,,-0.91%,,0.03,0.24%,0.37%,-0.21%,-0.11%,0.05%,-0.71%,0.51%,-2.10%,3.05%,46.37,-0.10%,0.20%,,318.96,0.03,9.79,0.10%,10091,,,3/25/2021,9.79,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",56.02,,,,1.87,1.64,4.75,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,4.59%,0.10%,0.63,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,4.67%,-32.03%,-44.91%,-50.78%,36.52%,31.93%,1.77,0.15,19.61%,8.80%,-10.34%,-25.36%,-46.72%,-45.86%,26.85%,-92.05%,36.52%,37.97,-4.85%,5.10%,1.50,47.02,0.22,1.57,0.00%,10430,11/10/2021 4:30:00 PM,32.50,1/29/2008,,
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,1952.00,,,,,,,,,,,,,,,25.41%,,,,,2.86,,,,,,,,,,,-0.20%,,,,,0.10%,,0.09,0.26%,,0.05%,0.05%,0.05%,-1.31%,4.50%,-1.31%,4.50%,,0.10%,-0.10%,,105.87,0.28,9.76,0.00%,29211,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2002.00,,,,,,,,,,,,,,,,,41.98%,,,0.02,,,,,,,,,,,0.25%,0.60%,,,,2.14%,,0.07,1.18%,0.54%,0.29%,0.73%,0.90%,-4.94%,2.14%,-4.94%,2.56%,55.86,0.00%,0.00%,,129.99,0.04,10.01,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,100.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.64%,,,,,0.20%,,0.03,3.43%,,-3.91%,-3.91%,-3.91%,-18.33%,0.00%,-18.33%,0.00%,,0.00%,-2.20%,,78.81,0.00,0.49,-2.20%,114,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",485.63,,,,4856.32,1.41,3.01,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,336.66%,,0.56,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,11.72%,-14.18%,-19.77%,-27.86%,-27.51%,52.38%,1.46,1.98,8.08%,10.82%,0.23%,-10.76%,-13.02%,-30.46%,20.53%,-54.62%,57.91%,47.03,1.25%,-0.36%,1.70,126.91,1.10,22.60,0.89%,139661,,50.00,8/8/2017,,
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10%,-4.39%,-7.83%,-7.01%,8.91%,3.53%,,0.84,0.83%,0.86%,-0.91%,-2.32%,-3.59%,-5.32%,3.10%,-9.41%,8.59%,45.59,-0.10%,-0.24%,,2.83,0.52,62.83,-0.33%,1474,,,7/21/2010,,
