date,DVN,portfolio
2022-01-20,2500.0,2500.0
2022-01-21,2370.9643182654495,2370.9643182654495
2022-01-24,2484.5774609052373,2484.5774609052373
2022-01-25,2635.2044620425863,2635.2044620425863
2022-01-26,2662.451150421833,2662.451150421833
2022-01-27,2659.8807599240763,2659.8807599240763
2022-01-28,2650.113001481088,2650.113001481088
2022-01-31,2599.7326025138095,2599.7326025138095
2022-02-01,2702.0357916335997,2702.0357916335997
2022-02-02,2736.9936515061154,2736.9936515061154
2022-02-03,2725.169502221632,2725.169502221632
2022-02-04,2717.972330384624,2717.972330384624
2022-02-07,2703.5779867106085,2703.5779867106085
2022-02-08,2631.6058761240824,2631.6058761240824
2022-02-09,2679.4158845936045,2679.4158845936045
2022-02-10,2684.556861697342,2684.556861697342
2022-02-11,2781.7190737133947,2781.7190737133947
2022-02-14,2686.6130564306122,2686.6130564306122
2022-02-15,2643.4298293003417,2643.4298293003417
2022-02-16,2768.3527293519023,2768.3527293519023
2022-02-17,2840.3248399384283,2840.3248399384283
2022-02-18,2816.1627378214243,2816.1627378214243
2022-02-22,2707.690572285374,2707.690572285374
2022-02-23,2752.9301902571397,2752.9301902571397
2022-02-24,2711.803353968364,2711.803353968364
2022-02-25,2837.754449440672,2837.754449440672
2022-02-28,3061.3817565852946,3061.3817565852946
2022-03-01,3045.959217490532,3045.959217490532
2022-03-02,3015.114139301006,3015.114139301006
2022-03-03,3025.395701292032,3025.395701292032
2022-03-04,3062.409952006042,3062.409952006042
2022-03-07,3078.8606865215525,3078.8606865215525
2022-03-08,3057.7831706667907,3057.7831706667907
2022-03-09,3030.022482631283,3030.022482631283
2022-03-10,3113.818546394068,3113.818546394068
2022-03-11,3014.59994353652,3014.59994353652
