date,ASAN,AXNX,BNL,BSY,DHR,EFX,IT,LH,LSI,NAVI,NOTV,PKI,PRFT,SWAV,WST,portfolio
2021-09-09,2.490015333610273,77.03420646033545,325.754899455511,118.16883732972157,283.59792507690514,310.9083557190924,193.8253413261415,132.69418089775118,185.03035103822356,7.923446736284762,64.08777205163021,202.5325789232441,22.0219158135414,247.42110132578287,326.5090725122247,2500.0000000000005
2021-09-10,2.496409169203972,77.00339688569461,319.07212456925475,117.96383139536321,284.99023055770596,307.5053224437671,192.4692327867716,131.7268562514125,184.74717933707763,7.875612215237765,63.066692271988494,202.7495393720103,21.692438226770772,247.12580875591965,324.9432006962184,2485.427874934396
2021-09-13,2.594618483923194,74.45647204871779,327.2129594306942,117.58798718237293,277.6136058675004,308.61328676596605,189.8183780853788,130.19927117642519,185.2837151918804,8.022532529882113,63.54720040358459,198.2150659927968,21.242152191517576,241.09502588678993,313.0397407374376,2458.5420119748674
2021-09-14,2.7237739629159208,72.34088125671283,321.0162045361657,118.13466967399519,279.8966409416086,308.6245925243558,190.59154403995174,129.91038689290323,179.96306796508654,7.861945209224338,61.26478677850311,198.7683151371506,21.36296064000014,250.02194742188587,320.0117672847235,2462.4934842651833
2021-09-15,2.795896428412849,72.42304012242175,321.86673952168917,121.58560290236062,280.89979271659547,307.7766606451219,194.50032747695911,131.1797269265603,181.05104344843653,7.984948263345188,62.82643820619044,202.5217309008058,21.53685158857353,251.16904548173918,320.3164391765256,2480.4342838057373
2021-09-16,3.014309852293619,73.24462877951106,321.3807195299614,117.58798718237293,279.8188102004458,308.7828731418128,193.86215875254973,129.9235179966997,181.6770019457064,8.022532529882113,65.06880948697226,201.46947272428974,21.450821329805642,262.4128779496081,321.71934695738196,2489.4358683592927
2021-09-17,3.024539989243538,74.39485289943607,310.93128970781527,115.81126908460064,280.2771467872933,302.564706027431,190.42586562111467,129.52958488280612,178.68134342305774,8.02594928138547,70.2542930737802,203.3027885163641,21.141478484448772,257.8699153363278,317.57439215030644,2463.809415265411
2021-09-20,3.0409082083634082,70.72851351717509,308.8657047429724,109.16566004581766,279.91393666186696,296.62918287279376,191.31562009264695,128.645423893845,178.87509248173652,7.7150248945799875,73.69793468355228,199.37580439369594,20.75159667343686,242.92356833863528,314.7685765885939,2426.4125480897123
2021-09-21,2.909962455404446,71.1187681292925,308.7441997450405,110.66903689777885,280.4241604094896,292.299077409506,188.689310342193,128.75484975881542,178.97941889794816,7.633022858499421,99.96571254413922,200.3087343233906,21.218356588028588,244.70668116434786,317.22012250867607,2453.64141403255
2021-09-22,3.0559976603645387,71.66307061461416,310.3237647181556,111.02779728290594,279.93123238212536,296.0186719197453,194.2426054921015,127.5730504171347,177.89144341459814,7.568104579935639,68.29221820309611,200.57993488434835,21.851685727043243,254.33776190450226,317.9711741489325,2442.328513349604
2021-09-23,3.1836186188147777,71.58091174890524,307.5291497657211,111.38655766803306,280.70089193362395,298.7772769668529,198.96750854782468,129.88412468531035,175.84962641159882,7.619355852485994,67.4913713171026,201.69728119549427,22.384341158989095,258.5854319479194,322.2507514198275,2457.8881992385036
2021-09-24,3.0695525918231814,71.41659401748737,302.06142485878416,109.59275574239756,280.2512032069057,299.19559002727493,199.23750300815172,129.72217440515408,172.5707961878043,7.684274131049775,68.7126628182427,198.23676203767343,22.52528434888542,252.77043980292052,323.58280527235775,2440.6298224569127
2021-09-27,2.915333277303153,69.14695535227818,303.2764748381035,107.23518749727661,272.90916995721693,295.79255675194963,193.3589872583039,127.25352689142103,167.77178104206865,7.9097797302713335,65.36912706921981,191.3699638342233,22.230584951829467,252.61143611145567,312.6004463818159,2391.751310944737
2021-09-28,2.615078757823032,66.62057023172859,303.3979798360354,104.26260144908063,262.4971463616631,289.05432475163764,186.40662990488258,123.87445618113391,169.5900414389002,7.636439610002779,63.04667109983865,188.3976056861264,21.459973484993714,237.54015764189805,302.57461552367613,2328.974291959421
