no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
2,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,10609.82,14.09,9.4,,0.95,2.92,7.31,235.77,0.66%,0.00%,4.29,85.00%,3.26%,28.00%,,-3.70%,769.80%,31.50%,187.0,184.17,0.10%,-51.17%,77.40%,0.04%,8.01%,1.71,5.60%,23.00%,5.60%,1.5,0.9,0.44,0.44,22.00%,12.60%,7.30%,3.52%,19.92%,24.51%,83.64%,141.17%,1.56%,2.44,2.91,5.01%,4.67%,3.77%,16.15%,38.84%,-6.00%,39.88%,-6.00%,249.77%,61.03,-2.01%,-0.21%,1.8,8631.98,0.66,60.51,-2.21%,5739602,1/19/2022 4:30:00 PM,59.66,10/18/2016,60.42,-0.15%,75.0,99,2.14,59.37,59.86,53.15,44.15,17.3,64.37,12.0,0.49,62.0,True
419,APA,APA Corporation,Energy,Oil & Gas E&P,USA,11637.76,20.23,6.08,,1.69,,30.87,4.06,1.56%,6.30%,1.59,-36.40%,28.38%,14.80%,,-7.40%,,83.80%,379.0,362.22,0.20%,-2.68%,88.90%,0.10%,3.22%,1.22,4.60%,-48.50%,-60.50%,1.2,0.9,,,64.30%,27.50%,8.70%,8.34%,28.62%,22.39%,78.48%,74.88%,19.34%,4.68,1.34,4.83%,4.66%,16.16%,16.53%,43.46%,-3.02%,39.89%,-3.02%,128.72%,68.0,-1.69%,-0.03%,2.4,9578.95,0.84,32.09,-1.72%,8073477,11/3/2021 4:30:00 PM,35.12,8/2/1963,32.09,0.00%,56.0,96,1.52,32.6,29.26,27.88,22.66,14.03,34.4,17.0,7.73,56.333333333333336,True
1334,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,846.29,,4.75,,0.68,1.74,5.22,4.3,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,79.90%,-2.46%,4.71%,3.04,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,3.21%,18.09%,-23.96%,34.05%,156.41%,7.49%,2.56,1.3,5.48%,5.69%,3.40%,5.01%,18.58%,-12.23%,22.42%,-32.62%,205.51%,54.4,-5.31%,-0.27%,2.0,523.16,1.0,24.41,-5.57%,523200,11/2/2021 8:30:00 AM,29.33,11/14/2017,24.41,0.00%,69.0,99,2.2,25.5,24.25,23.4,20.9,7.99,36.23,32.0,15.02,66.66666666666667,True
1633,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,107349.69,24.89,10.62,,2.97,2.53,10.21,18.63,1.82%,51.00%,3.36,-139.20%,33.64%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.83,0.10%,-10.33%,80.40%,0.04%,1.13%,1.94,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,6.54%,18.31%,13.23%,50.67%,74.68%,15.85%,1.59,2.19,2.67%,2.72%,12.18%,13.95%,33.20%,-1.09%,26.58%,-1.09%,110.63%,72.52,-0.38%,-0.55%,1.8,7680.88,0.88,83.62,-0.92%,6775327,2/3/2022 8:30:00 AM,91.8,1/13/1978,83.39,-0.28%,75.0,96,1.57,87.08,77.81,74.39,63.44,39.7,89.11,13.0,5.42,61.333333333333336,True
1790,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2261.61,8.16,11.17,0.82,3.14,2.03,2.04,7.29,,0.00%,8.8,82.30%,-29.41%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.57,6.70%,-25.25%,86.60%,3.07%,4.27%,2.8,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,-1.06%,23.38%,61.76%,96.98%,218.07%,9.87%,1.58,3.32,5.47%,5.23%,9.07%,17.51%,61.92%,-5.66%,33.79%,-5.66%,242.49%,62.89,2.45%,0.59%,2.1,450.09,1.13,71.82,3.06%,507372,10/27/2021 4:30:00 PM,70.38,2/21/2012,72.99,1.63%,66.0,99,2.56,70.27,68.32,62.27,45.16,20.97,76.13,21.0,0.15,62.0,True
2176,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33248.87,28.71,9.46,1.15,3.73,3.73,14.33,12.08,0.89%,26.40%,1.73,3855.60%,55.19%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.70%,90.40%,-1.83%,2.61%,1.56,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,2.63%,23.05%,28.98%,101.72%,160.45%,12.69%,3.03,1.94,3.87%,4.35%,11.58%,16.30%,57.92%,-2.97%,39.63%,-2.97%,227.97%,68.39,-0.38%,-0.14%,1.8,10738.84,1.0,49.64,-0.52%,10690807,11/2/2021 4:30:00 PM,51.64,3/17/1992,49.78,0.28%,75.0,99,2.07,49.7,46.6,44.01,33.11,16.11,51.99,29.0,3.9,67.66666666666667,True
2255,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1898.63,6.47,7.3,0.5,1.31,1.38,12.0,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.74,0.70%,-27.80%,,-0.05%,15.72%,11.53,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,5.27%,9.56%,24.72%,37.57%,92.39%,2.99%,1.42,1.76,3.08%,2.60%,6.02%,8.11%,29.09%,1.35%,23.02%,1.35%,119.00%,70.34,2.58%,0.78%,2.2,391.77,3.43,63.97,3.38%,1342788,11/3/2021 4:30:00 PM,67.75,7/9/1999,63.97,0.00%,63.0,97,1.7,66.8,61.83,59.95,50.08,29.21,67.94,17.0,1.42,59.0,True
2418,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1589.5,3.66,7.72,,1.46,1.42,6.94,3.87,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-9.63%,90.40%,0.20%,2.44%,2.55,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,6.31%,13.53%,21.57%,35.10%,64.35%,6.93%,1.55,1.29,2.61%,3.03%,7.44%,9.92%,23.30%,0.18%,27.40%,0.18%,99.00%,68.36,1.18%,0.89%,2.0,340.89,0.66,43.8,2.07%,223497,10/28/2021 4:30:00 PM,44.5,10/30/2014,43.8,0.00%,69.0,93,1.35,41.88,41.63,40.35,35.68,22.01,44.43,20.0,6.27,60.666666666666664,True
2428,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,58073.7,19.72,10.28,0.27,3.74,2.72,13.53,11.51,2.94%,31.00%,5.17,-122.20%,14.57%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.89%,87.90%,-0.36%,0.87%,1.21,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,6.78%,19.58%,15.24%,41.21%,69.82%,14.83%,1.98,3.06,3.41%,3.26%,11.78%,13.94%,28.73%,-1.45%,26.44%,-1.45%,111.06%,72.38,0.49%,-1.24%,2.0,4202.94,0.83,102.0,-0.75%,3468623,11/4/2021 4:30:00 PM,113.03,10/4/1989,102.4,0.39%,69.0,95,1.44,104.84,95.23,91.68,81.85,50.08,107.99,11.0,7.81,58.333333333333336,True
2647,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,100067.74,35.49,12.57,,0.74,2.73,2.16,9.26,1.60%,0.00%,0.7,363.40%,4.70%,-16.80%,,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.64%,53.90%,-0.18%,1.84%,0.71,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,2.29%,24.79%,61.94%,83.84%,146.02%,20.46%,1.06,1.0,4.50%,3.95%,15.19%,21.98%,61.97%,0.28%,41.12%,0.28%,159.54%,72.68,1.54%,0.69%,2.5,101805.85,1.81,25.02,2.25%,184045131,10/27/2021 4:30:00 PM,20.23,6/1/1972,25.29,1.08%,53.0,98,1.9,22.87,22.61,20.95,15.68,9.97,25.87,20.0,-11.54,57.0,True
