date,AA,CEIX,DVN,RJF,TRGP,portfolio
2022-02-08,67.85074522804852,45.66497746703496,169.7650751939655,1575.0705688356734,641.6486332752776,2500.0
2022-02-09,69.73198874808865,48.76175666455692,172.84930211278007,1584.1274807939244,651.568351478409,2527.038879797759
2022-02-10,69.01439658990566,50.60308699334005,173.18094689762597,1559.1525027045832,648.7490606312681,2500.699993816723
2022-02-11,71.29321815589292,52.71224683982476,179.44888784523144,1527.0417567642867,668.9016984663597,2499.397808071595
2022-02-14,71.62292406068522,52.84616159867554,173.31359216060937,1502.34128765856,653.0301971401176,2453.1541626186477
2022-02-15,71.7974725047953,49.682423425338335,170.5278392226786,1541.8621010444235,651.9859932158208,2485.8558294130567
2022-02-16,75.48237341621949,49.096545158073745,178.58662405558704,1547.7627878581168,657.6245749101028,2508.5529053981
2022-02-17,74.15387280112367,48.77849640851073,183.22954983578995,1495.4800287912192,652.1948340006802,2453.8367818373235
2022-02-18,75.83147030443962,48.20935788519996,181.67085097440162,1489.1675785021039,648.3313790615493,2443.2106367276947
2022-02-22,71.84595366252229,47.00412505554285,174.67330415109015,1492.4610581384688,634.7570467041464,2420.741487711771
2022-02-23,73.03870259699355,48.61110535453202,177.59171500295926,1466.9371667764003,638.4116608584179,2404.590350589303
2022-02-24,71.07988774492722,47.57326357885363,174.93861997896687,1470.6422004991837,648.4357795378256,2412.669751339757
2022-02-25,75.49207260709086,49.54850866648755,183.0637337688445,1540.901528990776,665.5603654055307,2514.5662094387294
2022-02-28,73.05809358042136,51.45679477830622,197.48994665933463,1504.6740905467757,682.5805109646526,2509.2594365294904
2022-03-01,77.36361693625962,52.544852593066345,196.4950376067069,1409.0281251849221,684.4600381960798,2419.891670517035
2022-03-02,80.05941492993675,57.01426525256323,194.50521950145134,1451.7051637153431,705.7612405994377,2489.045303998732
2022-03-03,80.3794216438577,58.855592388566656,195.1684837692332,1426.1812723532746,710.1468572491771,2470.731627404109
2022-03-04,87.91408751657465,60.12778100125931,197.55627561630382,1370.7422881418195,726.0183585754191,2442.3587908513764
2022-03-07,82.8134006705272,58.018624347554294,198.61751362590078,1300.7574686338419,716.5163617743133,2356.7233690521375
2022-03-08,79.87517469327025,58.23623782617414,197.25780163542,1275.6452360526935,699.7050570000507,2310.7195072076083
2022-03-09,77.11148976180843,56.93056334001447,195.46695775011702,1315.7149627112842,713.3837898337299,2358.6077633969544
2022-03-10,80.42791019989963,60.47931243150963,200.87264755903306,1321.3412452358648,727.5846445457108,2390.705759972018
2022-03-11,76.64603217639156,55.72533370313707,194.47204869748924,1319.1455921449547,715.3677573737403,2361.356764095713
