rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,76.83333333333333,VRTV,Veritiv Corporation,24.0,1.0,100,6.08,154.65,160.0,3.46,$16.60,$158.99,120.56,103.26,64.52,106.5,True
3,76.5,NOTV,"Inotiv, Inc.",23.0,1.0,100,6.79,51.04,64.5,26.37,$5.49,$56.14,44.87,37.66,26.83,106.5,True
4,76.16666666666667,AMRK,"A-Mark Precious Metals, Inc.",55.0,2.0,92,1.84,72.56,91.0,25.41,$25.08,$80.93,71.31,64.1,47.7,81.5,True
5,76.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,87,1.57,60.03,72.0,19.94,$28.96,$60.29,54.22,50.13,47.91,89.0,True
6,74.5,OPCH,"Option Care Health, Inc.",56.0,1.6,76,1.29,26.53,31.43,18.47,$14.31,$28.29,26.58,25.82,21.5,91.5,True
8,72.83333333333333,HCCI,"Heritage-Crystal Clean, Inc",46.0,1.4,76,1.29,34.98,38.4,9.78,$18.86,$36.29,33.78,30.85,28.98,96.5,True
9,72.66666666666667,BPOP,"Popular, Inc.",52.0,1.7,77,1.31,84.21,98.75,17.27,$47.93,$85.59,82.25,78.84,74.6,89.0,True
10,72.5,ONTO,Onto Innovation Inc.,41.0,1.8,90,1.7,88.27,105.0,18.95,$39.15,$94.96,80.12,77.08,69.58,86.5,True
11,72.16666666666667,RWT,"Redwood Trust, Inc.",50.0,1.6,75,1.27,13.98,15.41,10.23,$8.36,$14.12,13.78,13.25,11.62,91.5,True
12,72.16666666666667,PDCE,"PDC Energy, Inc.",32.0,1.8,98,3.05,56.71,65.56,15.61,$14.02,$59.00,53.58,48.75,40.94,86.5,True
14,72.0,GDEN,"Golden Entertainment, Inc.",30.0,1.7,97,2.58,50.26,65.8,30.92,$14.62,$54.86,50.98,49.04,39.62,89.0,True
17,70.83333333333333,FANG,"Diamondback Energy, Inc.",29.0,1.8,97,2.61,108.77,127.82,17.51,$31.14,$117.71,110.59,98.53,83.63,86.5,True
18,70.16666666666667,CARE,"Carter Bankshares, Inc.",41.0,2.0,88,1.6,16.21,17.25,6.42,$7.55,$16.40,15.34,14.63,13.3,81.5,True
19,69.83333333333333,PRFT,"Perficient, Inc.",23.0,1.6,95,2.38,141.25,149.83,6.07,$43.04,$153.28,132.14,124.66,87.18,91.5,True
20,69.83333333333333,CNXC,Concentrix Corporation,13.0,1.0,90,1.72,181.29,208.67,15.1,$80.00,$187.22,181.39,176.99,155.39,106.5,True
23,69.66666666666667,DAR,Darling Ingredients Inc.,45.0,1.7,75,1.27,79.03,97.33,23.16,$46.09,$85.98,80.49,76.14,71.88,89.0,True
25,69.5,THRY,"Thryv Holdings, Inc.",20.0,1.6,97,2.66,36.01,44.5,23.58,$8.87,$38.54,31.23,30.08,28.09,91.5,True
26,69.5,LOVE,The Lovesac Company,17.0,1.4,95,2.36,84.03,101.43,20.71,$24.66,$95.51,78.54,71.63,67.2,96.5,True
27,69.5,KOS,Kosmos Energy Ltd.,31.0,2.0,96,2.44,3.81,5.76,51.18,$1.17,$4.24,3.79,3.17,2.94,81.5,True
28,69.33333333333333,AGO,Assured Guaranty Ltd.,37.0,1.7,82,1.41,53.48,59.67,11.57,$28.51,$56.95,54.83,50.64,46.94,89.0,True
29,69.33333333333333,ESTE,"Earthstone Energy, Inc.",31.0,2.1,98,3.03,11.7,16.66,42.39,$2.86,$13.15,10.8,9.93,8.96,79.0,True
30,69.33333333333333,TH,Target Hospitality Corp.,12.0,1.3,97,2.72,4.9,5.5,12.24,$1.36,$5.20,4.09,3.95,3.24,99.0,True
31,69.33333333333333,SKY,Skyline Champion Corporation,45.0,2.5,94,2.04,75.33,82.0,8.85,$27.61,$77.40,67.02,64.17,52.86,69.0,True
32,69.33333333333333,ASIX,AdvanSix Inc.,19.0,1.5,95,2.28,49.57,58.0,17.01,$16.20,$50.69,46.91,42.59,33.12,94.0,True
33,69.33333333333333,NOG,"Northern Oil and Gas, Inc.",20.0,1.7,99,4.21,23.71,31.08,31.08,$4.09,$27.87,24.38,22.11,17.11,89.0,True
34,69.16666666666667,DVN,Devon Energy Corporation,24.0,1.8,97,2.9,42.72,47.16,10.39,$11.06,$44.79,41.47,36.67,27.94,86.5,True
35,69.16666666666667,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,67,1.15,274.16,299.82,9.36,$159.18,$286.29,264.67,249.59,214.17,81.5,True
36,68.83333333333333,AJX,Great Ajax Corp.,56.0,2.0,69,1.18,14.48,17.4,20.17,$9.07,$14.74,14.3,13.94,12.71,81.5,True
37,68.83333333333333,TITN,Titan Machinery Inc.,20.0,1.2,85,1.5,32.08,37.33,16.37,$15.89,$35.24,29.21,27.7,27.46,101.5,True
38,68.5,AVID,"Avid Technology, Inc.",38.0,2.4,96,2.48,34.38,42.5,23.62,$10.50,$40.48,29.49,28.46,27.79,71.5,True
39,68.5,ERII,"Energy Recovery, Inc.",34.0,2.0,90,1.69,22.44,24.5,9.18,$9.80,$23.69,20.69,20.38,19.32,81.5,True
41,68.33333333333333,LRN,"Stride, Inc.",42.0,1.7,74,1.25,35.71,48.25,35.12,$20.39,$38.33,35.13,34.96,30.99,89.0,True
42,68.0,ARCB,ArcBest Corporation,25.0,1.9,95,2.37,110.49,121.89,10.32,$34.65,$116.79,97.23,85.35,70.99,84.0,True
43,68.0,EVC,Entravision Communications Corporation,13.0,1.5,97,2.81,8.5,11.0,29.41,$2.23,$9.34,8.19,7.64,5.55,94.0,True
46,67.83333333333333,AIV,Apartment Investment and Management Company,11.0,1.0,86,1.54,8.03,40.0,398.13,$3.89,$8.10,7.65,7.29,6.6,106.5,True
47,67.66666666666667,TBBK,"The Bancorp, Inc.",14.0,1.5,95,2.28,32.06,36.0,12.29,$10.55,$33.36,31.36,27.89,24.04,94.0,True
49,67.66666666666667,WIRE,Encore Wire Corporation,15.0,1.5,94,2.14,142.36,160.0,12.39,$50.05,$145.43,127.32,106.86,82.61,94.0,True
50,67.5,UCBI,"United Community Banks, Inc.",52.0,2.0,69,1.18,36.58,38.81,6.1,$23.03,$37.15,35.52,32.82,32.65,81.5,True
51,67.33333333333333,LPLA,LPL Financial Holdings Inc.,30.0,1.7,83,1.44,164.42,202.6,23.22,$85.94,$176.96,170.45,160.78,145.73,89.0,True
52,67.33333333333333,MSTR,MicroStrategy Incorporated,10.0,1.5,98,3.33,818.36,873.67,6.76,$185.64,$1315.00,767.43,691.56,669.75,94.0,True
53,67.33333333333333,FOCS,Focus Financial Partners Inc.,32.0,1.7,81,1.38,68.14,74.62,9.51,$36.74,$68.35,63.34,57.42,51.1,89.0,True
54,67.16666666666667,ASO,"Academy Sports and Outdoors, Inc.",20.0,1.8,95,2.19,46.68,54.3,16.32,$14.94,$48.17,43.94,43.17,35.54,86.5,True
55,67.16666666666667,LNG,"Cheniere Energy, Inc.",24.0,1.6,86,1.54,104.22,119.21,14.38,$51.10,$113.40,106.42,99.35,84.4,91.5,True
