"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46363.45,38.37,31.28,2.74,7.34,9.28,32.47,45.28,0.55%,24.40%,3.95,-31.60%,14.09%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-8.93%,90.30%,0.01%,,,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,-1.27%,-3.92%,-14.77%,9.17%,31.54%,27.83%,1.00,4.42,3.38%,2.80%,-1.84%,-1.53%,4.60%,-10.14%,5.13%,-14.35%,36.75%,46.79,0.43%,1.10%,,1499.69,0.92,153.80,1.54%,1387057,11/22/2021 4:30:00 PM,,11/18/1999,153.80,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",8669.61,10.61,6.70,,0.77,2.20,5.97,192.66,0.88%,0.00%,4.29,85.00%,7.62%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-49.13%,77.50%,-1.62%,5.30%,1.17,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,-7.29%,-1.75%,-2.59%,17.97%,91.99%,97.66%,2.41,2.55,6.26%,5.01%,-1.93%,-3.52%,16.99%,-18.46%,8.51%,-18.46%,171.33%,48.55,-0.40%,3.45%,1.80,8311.40,0.67,46.94,3.03%,5582399,10/14/2021 4:30:00 PM,59.19,10/18/2016,46.94,0.00%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28%,-0.84%,-0.90%,-6.18%,-3.39%,-6.65%,,0.19,1.05%,0.82%,-1.85%,-0.45%,-0.43%,-4.50%,3.59%,-8.74%,6.29%,44.36,0.34%,0.00%,,237.02,0.68,17.74,0.34%,160447,,,8/15/2018,,
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1222.48,59.70,,,,1.31,1358.31,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.20%,0.57,,,,1.70,1.70,0.00,0.00,,,,0.10%,-0.20%,0.72%,-0.20%,,-0.81%,,0.04,0.25%,0.38%,-0.25%,-0.08%,0.05%,-0.71%,0.82%,-2.10%,3.05%,44.88,0.00%,0.00%,,356.58,0.23,9.79,0.00%,81564,,,3/25/2021,9.79,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",49.60,,,,1.66,1.45,4.20,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,4.59%,0.10%,0.63,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-18.24%,-40.34%,-50.71%,-58.26%,17.80%,16.81%,1.77,0.12,12.91%,6.45%,-18.02%,-29.06%,-48.95%,-47.24%,23.62%,-92.25%,35.40%,31.40,10.87%,-0.72%,1.50,47.22,0.68,1.53,10.07%,32118,11/10/2021 4:30:00 PM,32.50,1/29/2008,,
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,1954.00,,,,,,,,,,,,,,,25.41%,,,,,2.67,,,,,,,,,,,4.60%,,,,,0.21%,,0.10,0.59%,,0.16%,0.16%,0.16%,-1.21%,4.60%,-1.21%,4.60%,,-0.10%,0.10%,,113.53,0.63,9.77,0.00%,70992,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2002.00,,,,,,,,,,,,,,,,,41.98%,,,0.02,,,,,,,,,,,0.25%,0.60%,,,,2.14%,,0.07,1.18%,0.54%,0.29%,0.73%,0.90%,-4.94%,2.14%,-4.94%,2.56%,55.86,0.00%,0.00%,,129.99,0.04,10.01,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,102.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85%,,,,,2.74%,,0.03,4.00%,,1.38%,1.38%,1.38%,-13.72%,5.11%,-13.72%,5.11%,,-0.17%,0.95%,,91.23,0.01,0.52,0.78%,650,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",444.66,,,,4446.57,1.29,2.75,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,336.66%,,0.57,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-6.98%,-27.35%,-22.55%,-30.94%,-23.61%,39.52%,1.46,2.09,10.58%,10.46%,-8.42%,-18.30%,-19.10%,-35.45%,12.43%,-57.67%,47.29%,39.33,1.05%,1.71%,1.70,125.30,0.91,21.08,2.78%,114387,,50.00,8/8/2017,21.35,1.28%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.14%,-5.95%,-10.58%,-5.17%,8.17%,1.17%,,0.79,1.50%,0.85%,-0.48%,-1.43%,-2.71%,-4.39%,4.12%,-8.52%,10.27%,49.02,2.62%,0.37%,,2.74,2.45,63.45,3.00%,6715,,,7/21/2010,,
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",115.80,,13.81,,5.73,0.62,5.46,23.63,,,-0.15,-743.40%,19.91%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.53,3.10%,2.62%,34.90%,-22.59%,0.78%,1.63,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-0.27%,-4.94%,-3.17%,-12.44%,2.52%,-3.17%,1.76,0.08,2.76%,2.00%,-2.71%,-4.32%,-7.45%,-10.15%,1.40%,-17.87%,3.71%,38.20,-1.36%,0.55%,2.70,146.03,0.68,3.63,-0.82%,99303,11/9/2021 4:30:00 PM,4.62,12/23/1997,,
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",12168.73,,,,0.50,,0.84,,,,-5.50,-583.80%,99.80%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,641.17,0.10%,0.00%,56.30%,3.97%,11.31%,2.12,-4.80%,43.30%,-30.50%,1.00,0.90,,,54.10%,-11.40%,-13.20%,1.07%,-13.09%,-8.19%,-25.97%,9.33%,13.70%,1.67,1.00,8.09%,4.71%,-7.40%,-9.86%,-15.62%,-19.96%,10.77%,-31.43%,21.62%,42.66,-2.19%,2.01%,3.10,34158.77,1.46,17.89,-0.22%,49704140,10/21/2021 8:30:00 AM,19.03,12/9/2013,17.94,0.28%
13,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",36.87,0.42,,,,,0.44,,,0.00%,42.76,-33.70%,,-41.60%,,,351.30%,,2.06,0.97,1.60%,0.00%,24.50%,-9.01%,0.40%,0.07,127.10%,-132.20%,,25.10,25.10,,,,,,-18.95%,-29.75%,-17.51%,6.48%,-24.66%,-24.09%,1.13,1.45,9.76%,5.66%,-21.90%,-24.72%,-11.39%,-33.33%,3.65%,-43.87%,42.73%,29.89,0.00%,0.00%,,55.96,0.24,17.90,0.00%,0,,,12/13/2012,,
14,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",78.93,5.99,,,0.38,0.55,5.52,394.63,0.53%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.90%,0.00%,5.80%,-10.56%,3.11%,5.02,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-1.05%,-14.09%,-3.08%,-11.48%,73.39%,83.50%,0.23,0.18,3.08%,4.54%,-7.48%,-9.94%,-9.16%,-18.30%,1.08%,-76.52%,84.73%,36.52,0.00%,-0.79%,,24.88,0.44,3.75,-0.79%,10981,,,3/17/1980,3.73,-0.53%
15,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",752.23,8.48,8.52,,0.41,1.07,50.83,66.57,1.68%,10.50%,2.81,15.90%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-13.89%,95.50%,-2.10%,2.30%,3.00,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,-1.04%,-5.36%,-9.73%,-35.12%,25.53%,25.79%,,1.13,4.91%,3.77%,-3.85%,-9.08%,-15.36%,-24.68%,9.24%,-36.33%,47.35%,44.37,-1.00%,1.09%,2.70,236.21,1.08,23.87,0.08%,255245,10/26/2021 8:30:00 AM,34.43,11/4/1982,23.87,0.00%
16,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",152.66,,,,0.73,0.56,3.51,,,,-2.05,19.10%,24.10%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,7.60%,0.00%,49.80%,2.23%,13.68%,5.44,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-8.24%,-36.81%,-30.09%,-38.31%,-35.38%,-35.84%,1.75,0.35,5.58%,5.49%,-3.42%,-15.57%,-25.70%,-35.89%,9.23%,-59.28%,9.23%,38.09,2.16%,1.83%,2.70,637.84,0.63,5.68,4.03%,401675,11/4/2021 4:30:00 PM,15.36,9/26/2013,5.68,0.00%
17,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",4176.13,59.88,47.27,4.99,8.11,10.46,41.02,118.98,0.48%,27.80%,1.33,45.90%,34.88%,12.10%,12.00%,7.50%,-24.40%,2.80%,52.42,41.56,0.30%,-21.63%,71.20%,-1.03%,2.31%,5.90,14.60%,19.00%,22.10%,3.60,2.20,0.02,0.02,28.20%,17.40%,13.90%,3.00%,8.00%,23.44%,23.73%,27.91%,19.89%,0.56,1.77,2.27%,2.25%,4.64%,11.56%,18.65%,-0.78%,25.65%,-0.78%,37.05%,74.70,0.82%,0.78%,3.00,162.47,1.82,81.16,1.60%,295622,11/4/2021 4:30:00 PM,71.00,1/3/1991,81.16,0.00%
18,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",14463.66,23.28,17.58,1.39,1.32,4.52,23.92,21.97,1.74%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-4.77%,,,5.60%,5.74,5.50%,19.10%,11.80%,1.20,0.30,0.32,0.00,45.10%,8.00%,5.90%,1.21%,-0.03%,15.12%,16.25%,50.86%,46.04%,1.26,6.22,3.48%,2.45%,1.62%,4.54%,15.12%,-3.33%,14.46%,-3.33%,64.13%,57.06,1.32%,0.81%,2.20,606.14,1.24,234.95,2.14%,754343,11/15/2021 4:30:00 PM,254.38,11/29/2001,234.95,0.00%
19,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2744484.05,29.48,26.90,1.91,7.50,43.16,43.81,34.97,0.53%,15.00%,5.61,71.40%,7.15%,22.00%,15.43%,11.10%,68.20%,28.80%,16487.12,16394.79,0.07%,-19.70%,58.80%,-0.55%,0.61%,1.19,27.60%,144.10%,50.00%,1.10,1.00,1.73,1.98,41.80%,29.80%,25.90%,3.17%,9.51%,5.51%,30.44%,35.23%,24.59%,1.20,4.12,3.31%,2.24%,8.95%,13.76%,23.00%,0.52%,23.80%,0.52%,47.30%,73.15,1.23%,2.29%,1.90,83740.43,1.37,171.18,3.54%,114784446,10/28/2021 4:30:00 PM,168.95,12/12/1980,171.43,0.15%
20,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",389.60,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.29,,,,,,,,,,,0.10%,-0.31%,0.88%,0.00%,,-0.41%,,0.04,0.22%,0.49%,-0.38%,-0.21%,0.24%,-1.92%,0.41%,-2.31%,1.36%,45.26,0.10%,-0.21%,,40.84,0.15,9.73,-0.10%,5998,,,5/10/2021,,
21,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2211.42,94.27,45.20,31.42,6.22,1.75,12.86,,3.30%,287.80%,0.39,-45.30%,111.84%,-11.70%,3.00%,4.60%,99.00%,16.50%,59.99,59.66,0.50%,326.49%,98.50%,0.49%,1.12%,2.86,0.80%,1.80%,3.30%,,,1.32,1.32,65.00%,24.30%,6.50%,3.32%,-5.06%,-9.95%,-5.70%,17.08%,26.00%,1.22,1.17,3.38%,2.77%,-2.82%,-4.81%,-1.01%,-11.07%,7.36%,-11.07%,33.74%,44.72,-1.44%,1.24%,2.60,233.73,0.89,36.31,-0.22%,208386,10/26/2021 4:30:00 PM,40.00,1/13/2011,36.31,0.00%
