date,CRL,IDXX,INTU,WELL,portfolio
2021-07-19,771.0338021218851,394.7693066864051,563.1630890698249,771.0338021218852,2500.0
2021-07-20,785.6677505734715,394.7634093259826,574.1984009222895,803.8834630208083,2558.513023842552
2021-07-21,786.2588153438,395.4239136933097,580.8535428394681,803.6034943199652,2566.139766196543
2021-07-22,801.5042101095197,402.8074089423593,588.5952385390432,797.7241516022602,2590.6310091931828
2021-07-23,807.7613440574821,409.1234819549249,596.6425274899174,801.4570676135014,2614.9844211158256
2021-07-26,801.5449731971285,404.36431209391606,597.6272168552142,800.057224109286,2603.5937262555444
2021-07-27,800.4851329192977,405.1191742280042,590.406161509704,806.123212627553,2602.133681284559
2021-07-28,814.4872535129466,410.2085962726766,590.62120861247,798.0974432033843,2613.4145016014772
2021-07-29,826.5123643575649,415.2685315152361,593.3375930684613,801.1770989126583,2636.2955878539206
2021-07-30,829.3657804901862,400.15359675220566,598.3742225806118,793.2446523887706,2621.138252211774
2021-08-02,826.6754167080005,400.2656466002344,595.6012467817874,787.9252470727519,2610.467557162774
2021-08-03,838.1706074137035,410.2616725164796,598.6119062205111,795.5777248957965,2642.621911046491
2021-08-04,848.5040501225534,411.91883079522,605.255729869123,777.1931135404332,2642.8717243273295
2021-08-05,835.5821513505398,416.2121091828463,607.4514739710494,790.7249340811828,2649.970668585618
2021-08-06,832.4026305170476,404.0871361540556,603.2523963328294,777.9396967426815,2617.681859746614
2021-08-09,834.4407848974913,404.80071676518577,604.3163135780926,781.3926440530796,2624.9504592938492
2021-08-10,830.1198976109505,396.0254444564112,598.5553148776779,776.633176138747,2601.3338330837864
2021-08-11,813.7535179359868,392.36318363399926,600.9321512766703,772.2469998255385,2579.295852672195
2021-08-12,831.1185932573678,398.4669516713525,606.2291009658533,770.2872189196369,2606.1018648142103
2021-08-13,838.1298443260946,396.36159400049735,610.5413612897394,782.8858104575761,2627.918610073907
2021-08-16,847.933366896029,398.3549018233238,613.0200621058315,784.2856539617917,2643.593984786976
2021-08-17,850.8275461162593,399.91180497488057,605.0293644977903,787.2719867707846,2643.040702359715
2021-08-18,848.0352746150513,399.21591644501814,601.7697031506008,775.4199784350936,2624.4408726457636
2021-08-19,856.6974307319374,402.0289573665809,613.5859755341629,773.4601975291919,2645.7725611618735
2021-08-20,865.706073093499,402.2825438647511,615.6798552189896,774.6733952328453,2658.341867410085
2021-08-23,867.8665167367694,395.77775531866354,623.8063720498301,774.3934265320023,2661.8440706372653
2021-08-24,871.3313791835238,396.6210778590901,625.5267488719579,777.0997906401522,2670.578996554724
2021-08-25,882.2966497503114,398.9092537030448,627.3263535740522,780.8327066513934,2689.364963678802
2021-08-26,891.9982646012238,397.10466141374036,623.9761460783295,778.8729257454917,2691.9519978387852
2021-08-27,890.1639256588244,394.1029049586555,638.9841701976814,787.7386012721897,2710.989602087351
2021-08-30,906.3264898957436,405.1309689488494,638.5767125292828,788.8584760755622,2738.892647449438
2021-08-31,904.6552033037798,397.34055583064287,639.1765807633141,805.1899836247427,2746.3623235224795
2021-09-01,904.5125324971488,399.1923270033278,635.8150549990249,811.1626492427288,2750.6825637422307
2021-09-02,915.2128429944786,404.2286728041972,632.046071566337,807.1497645306443,2758.637351895657
2021-09-03,916.2523017285049,405.933009966318,635.9508742218245,798.0041203031034,2756.140306219751
2021-09-07,915.4778030639363,402.0053679248906,632.8157138288678,782.6991646570141,2732.9980494747088
2021-09-08,907.9977764877076,405.5614762596965,640.8516845111754,791.0982256823069,2745.509162940886
2021-09-09,902.9023905365981,398.99771410938325,641.0327768082415,792.1247775853982,2735.057659039621
2021-09-10,898.8260817757106,401.9699837623553,640.6140008712762,797.3508600011361,2738.760926410478
2021-09-13,878.8929319349703,386.30659448002643,629.3749601846123,811.5359408438528,2706.110427443462
2021-09-14,889.1244669247981,390.04552098793175,641.6213267737062,805.2833065250238,2726.07462121146
2021-09-15,896.3599149753736,390.1988523589184,645.9562236347257,799.2173180067567,2731.7323089757742
2021-09-16,891.0607135862197,391.26037723497984,646.8277303143562,807.7097019323305,2736.8585230678864
2021-09-17,897.7050968664664,390.2342365214538,634.3663166224962,789.5117363775294,2711.8173863879456
2021-09-20,882.6227544511825,389.096045959899,625.9568430774898,788.7651531752811,2686.4407966638523
2021-09-21,896.6860196762445,393.27727449949657,626.9188959056535,790.5382882806207,2707.4204783620153
2021-09-22,909.7098261672803,395.99006029387584,635.441552136326,785.9654661668502,2727.1069047643323
2021-09-23,927.4417692771414,402.54202772334395,651.8983146322066,788.6718302750002,2770.553941907692
2021-09-24,934.0861525573881,400.80820375911026,652.5208194033712,766.2743342075524,2753.689509927422
2021-09-27,881.4406249105251,383.34022218747697,640.1952249343108,761.5148662932198,2666.4909383255326
2021-09-28,851.3574662551747,369.6760380883972,615.362943699124,764.4078762019318,2600.8043242446274
2021-09-29,862.3227368219623,371.2683254024893,617.5247329953503,770.753833421042,2621.869628640844
2021-09-30,841.0851681777381,366.7568446792282,609.1492142560439,757.9685960825406,2574.9598231955506
2021-10-01,849.2785487871221,367.98349564712146,614.1858437681943,771.3137708227282,2602.761659025166
2021-10-04,812.1229944316317,362.2099797934317,593.1565007713953,770.1938960193557,2537.6833710158144
2021-10-05,818.0336421349188,362.5697187792081,602.1884790875662,751.9026075642735,2534.6944475659666
2021-10-06,831.2001194325857,363.9673931993556,603.6145809269616,765.3411052047422,2564.123198763645
2021-10-07,849.0339702614688,367.41145168613275,607.9155229822811,762.8213868971542,2587.1823318270367
2021-10-08,833.9312463023804,363.87893279301716,600.4341474597385,760.6749601906906,2558.919286745827
2021-10-11,831.077830169759,361.37255461342767,593.9827343767591,761.9814807946251,2548.414599954571
2021-10-12,831.6281318524788,363.2243257861126,595.8389304216867,766.1810113072713,2556.8723993675494
2021-10-13,821.0297290741711,367.47632265078096,604.7577260521914,766.1810113072713,2559.444789084415
2021-10-14,827.1645737593069,371.36858052967295,614.7517571965259,772.2469998255385,2585.5319113110445
2021-10-15,822.4768186842863,374.57084723912493,624.2251479867954,773.740166230035,2595.0129801402413
2021-10-18,843.8162950475327,376.4226184118099,638.2484827408504,766.8342716092386,2625.3216678094313
2021-10-19,840.7794450206715,378.01490572590205,647.5634177711871,773.3668746289109,2639.7246431466715
2021-10-20,858.9394005504256,378.7284863370323,644.9941708065621,778.0330196429625,2660.6950773369826
2021-10-21,850.3383890649528,380.5212839054916,653.8337385571003,764.874490703337,2649.567902230882
2021-10-22,857.2681139584618,384.4194391448061,667.9023463854219,745.4633274448823,2655.053226933572
2021-10-25,863.8105895196862,384.81456229311783,681.2013119512125,744.903390043196,2674.7298538072123
2021-10-26,876.0598973461534,384.4843101094543,688.0375461654571,739.8639534280204,2688.4457070490853
2021-10-27,876.5490543974599,377.72593506519644,693.153403557574,757.0353670797303,2704.463760099961
2021-10-28,894.3013790511253,385.109430314246,695.7339687907659,761.0482517918147,2736.193029947952
2021-10-29,914.4791074175189,392.84676718864944,707.6860603971274,739.5839847271774,2754.5959197304733
2021-11-01,897.3382290779865,393.0472774430166,688.2639115367898,758.4352105839457,2737.0846286417386
2021-11-02,880.3807846326943,369.97090610952534,699.095494555055,753.3024510684891,2702.7496363657638
2021-11-03,790.4166502799054,368.9742521981121,704.1660788729054,761.7948349940629,2625.3518163449858
2021-11-04,772.9496672395022,377.40747760237804,707.3351940715619,740.2372450291446,2597.9295839425868
2021-11-05,764.7766681739226,375.89775333420175,695.2586015109673,778.2196654435245,2614.1526884626164
2021-11-08,761.9843966727146,374.01649535940396,695.5528764936997,779.712831848021,2611.266600373839
2021-11-09,781.5302971811705,371.097301950235,692.757264157742,785.498851665445,2630.8837149545925
2021-11-10,789.9886378600123,367.06940478162403,682.808506087674,800.3371928101291,2640.2037415394393
2021-11-11,795.002497635904,362.7171527897722,686.0794857034301,784.0056852609486,2627.804821390055
2021-11-12,786.5441569570623,370.4603870245981,708.8178872537904,786.9920180699415,2652.8144493053924
2021-11-15,783.7518854558543,365.0230207149946,707.8558344256269,780.3660921499883,2636.996832746464
2021-11-16,804.4799155049675,373.4326566775702,730.0396408162223,778.2196654435245,2686.1718784422847
2021-11-17,801.1984869524531,370.34833717656943,717.9404117184946,798.8440264056325,2688.33126225315
2021-11-18,789.8052039657723,373.8926507905301,711.0249496242834,798.1907661036654,2672.913570484251
2021-11-19,774.2540860429862,381.71844807127195,782.7035444567532,779.9928005488641,2718.6688791198753
2021-11-22,764.002169509354,374.2936712992644,747.9790964943314,778.3129883438056,2664.587925646755
2021-11-23,754.0763576765927,365.624551478096,758.154219935732,794.7378187932671,2672.592947883688
2021-11-24,769.4236601613344,367.08119950246925,773.2754267407502,806.6831500292392,2716.463436433793
2021-11-26,764.8785758929447,358.2764403915818,753.9551422975121,758.995147985632,2636.1053065676706
2021-11-29,764.9397205243581,372.30036347643795,785.3180644956449,760.1150227890043,2682.6731712854453
2021-11-30,745.6995431729688,358.6007952148228,737.4304701902319,737.6242038212757,2579.3550123992995
2021-12-01,736.079454497274,353.51727053057306,750.5370251903898,735.2911313142499,2575.424881532487
