rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
8,68.0,GNRC,Generac Holdings Inc.,19.0,1.5,91,1.76,404.95,497.0,22.73,$164.24,$457.00,429.0,397.22,305.73,94.0,True
14,66.66666666666667,COF,Capital One Financial Corporation,22.0,1.9,94,1.93,166.54,183.18,9.99,$62.26,$168.00,160.1,158.67,124.77,84.0,True
23,65.0,ULTA,"Ulta Beauty, Inc.",49.0,2.3,72,1.31,368.03,436.65,18.65,$200.50,$356.31,339.8,339.22,306.96,74.0,True
26,64.66666666666667,GE,General Electric Company,15.0,2.1,100,11.89,105.82,121.78,15.08,$5.93,$107.21,35.34,22.2,14.24,79.0,True
28,64.16666666666667,CBRE,"CBRE Group, Inc.",22.0,2.0,89,1.68,100.45,116.43,15.91,$42.08,$98.93,89.58,88.31,74.65,81.5,True
33,63.5,ENPH,"Enphase Energy, Inc.",21.0,2.2,93,1.89,155.36,197.73,27.27,$58.67,$229.04,178.95,167.93,157.59,76.5,True
34,63.5,DFS,Discover Financial Services,21.0,2.2,93,1.87,127.19,135.94,6.88,$48.92,$130.93,124.24,121.77,99.36,76.5,True
35,63.5,WFC,Wells Fargo & Company,30.0,2.2,84,1.51,47.02,50.35,7.08,$20.76,$48.99,45.2,45.04,37.08,76.5,True
36,63.166666666666664,ALGN,"Align Technology, Inc.",18.0,2.0,90,1.71,662.06,745.36,12.58,$289.52,$714.15,650.66,622.5,559.58,81.5,True
43,62.666666666666664,TGT,Target Corporation,20.0,1.9,84,1.52,228.42,279.74,22.47,$129.00,$263.46,257.12,244.56,200.4,84.0,True
54,61.833333333333336,EPAM,"EPAM Systems, Inc.",20.0,2.0,84,1.51,575.44,653.4,13.55,$291.51,$601.80,552.43,523.0,412.07,81.5,True
58,61.0,GOOG,Alphabet Inc.,11.0,1.5,78,1.39,2729.25,3103.33,13.71,$1406.55,$2800.22,2687.71,2581.45,2135.69,94.0,True
59,60.5,AMAT,"Applied Materials, Inc.",10.0,2.0,90,1.71,129.13,162.47,25.82,$54.15,$146.00,137.21,137.14,112.77,81.5,True
60,60.5,JCI,Johnson Controls International plc,27.0,2.2,78,1.39,69.02,81.25,17.72,$39.08,$72.66,70.59,68.42,56.98,76.5,True
64,60.166666666666664,CARR,Carrier Global Corporation,16.0,2.0,83,1.49,52.46,59.82,14.03,$28.44,$57.90,52.16,48.92,41.75,81.5,True
68,59.5,ZBRA,Zebra Technologies Corporation,13.0,2.0,84,1.5,510.98,580.0,13.51,$246.83,$570.83,540.95,525.49,451.45,81.5,True
69,59.5,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,78,1.39,416.69,448.0,7.51,$197.33,$420.25,395.24,372.43,300.43,86.5,True
70,59.333333333333336,TRMB,Trimble Inc.,17.0,1.9,77,1.37,84.14,95.25,13.2,$46.78,$90.25,83.72,81.38,72.72,84.0,True
73,59.166666666666664,MS,Morgan Stanley,11.0,2.0,85,1.53,99.05,104.51,5.51,$45.86,$99.98,94.45,91.5,76.62,81.5,True
